text,rating,label,at,reviewId,appId
"kenapa ya kok akun saya di nonaktifkan terus, padahal saya tidak melakukan apa yang dituduhkan.. kalo kaya gini menghambat komunikasi saya, tolong diperbaiki lagi sistem nya supaya kejadian kaya gini gak terulang lagi",1,negatif,2025-12-31 06:47:17,a2d34bb3-7bed-4d5a-be1d-b90fe4f6fef4,com.whatsapp
mempermudah komunikasi,5,positif,2025-12-31 06:46:30,9e69f054-d831-493f-b4b5-057d5a9de178,com.whatsapp
Mudah2an klu telpon lancar..di update untuk musik nya ilang... bukan sempurna malah Ngk ada.biasa klu buat status tulisan bisa pke Musik Skrang Ngk bisaa.,5,positif,2025-12-31 06:41:54,f378f04d-3851-4125-b7bb-610409b6412c,com.whatsapp
bgus,5,positif,2025-12-31 06:40:50,89831487-f3bf-45f3-8eb6-f43325f152ca,com.whatsapp
tidak salah apa apa tau taunya kena sepam di blok,1,negatif,2025-12-31 06:39:56,1cb26818-8cca-41c2-b53a-bdebbfc12160,com.whatsapp
bagus sekali buat komunikasi lancar,5,positif,2025-12-31 06:38:36,c4dd10f5-8d5e-4344-b8f9-2ed7ad1dcfb3,com.whatsapp
"saya buka whatsapp tb tb keluar dari aplikasinya pas dibuka lagi gak bisa di suruh update, terus saya ke PlayStore malah gak ada bacaan update ini knp ya?",2,negatif,2025-12-31 06:38:36,9ba72bab-a6ce-4688-863f-7f5cf9c9fc9f,com.whatsapp
semoga tidak di spam seperti waq yg barusan,5,positif,2025-12-31 06:37:15,01ef7e93-228a-4d81-b186-f612ccb29c3d,com.whatsapp
whatsapp ini sangat bagussssssssss,5,positif,2025-12-31 06:36:30,3cfa2a6e-bf2a-40e8-b729-38647cd9c607,com.whatsapp
Bagusss tapii ada kurangg nyaa,5,positif,2025-12-31 06:36:11,a71a31be-f36f-4414-9597-733510036bba,com.whatsapp
tolong di perbaiki karna banyak bug sinyal tolol,1,negatif,2025-12-31 06:35:35,8ab068f6-28c3-4bc5-b75a-15cf4d2d0ac9,com.whatsapp
tidak bisa karena butuh berinteraksi jadi tidak bisa mengunakan wasap,5,positif,2025-12-31 06:32:24,040df390-6f4d-45bb-aabc-ce43d0127140,com.whatsapp
"SAYA PAS MAU TAMBAH AKUN LOADING NYA TUH LAMA BANGET SAMPE SEKARANG BELUM BISA,KENAPA WHATSAPP JADI DELAY GINI?",2,negatif,2025-12-31 06:32:04,57de9d36-1cf1-4057-b1c6-dcb7ad961fe1,com.whatsapp
"sekarang aplikasi ini dah burik 🗿🗿 pake durasi² segala ,anehhh, mengesalkan",1,negatif,2025-12-31 06:29:16,40c68d18-c272-4cae-abd3-a4cb37b0c7bc,com.whatsapp
bagus tapi berulangkali tetap tidak bisa masukan nomor jd tidak berguna. Nomor baru hp baru tahun baru tetap tdk bisa.,2,negatif,2025-12-31 06:28:17,fac01dac-ea3b-40ba-9530-349f46cf6865,com.whatsapp
oke,5,positif,2025-12-31 06:27:59,5f43c936-fe5c-40ca-84dc-d31a936da22c,com.whatsapp
Bagus sekali,5,positif,2025-12-31 06:24:01,5e4d8fca-af64-4872-a34a-331361c22135,com.whatsapp
sangat bagus,5,positif,2025-12-31 06:23:16,da9f6da4-bce6-4c8d-a797-a56f45030c80,com.whatsapp
baguss,5,positif,2025-12-31 06:23:09,9570a62e-01a8-44df-92e0-f90d8f548c5a,com.whatsapp
jangan di update terus lah kasian yang memorinya penuh/yang MB nya kecil,4,positif,2025-12-31 06:22:10,694b8762-efbf-4212-8cb4-c50cd587b9b9,com.whatsapp
"terus terusan update apk, memori bro",2,negatif,2025-12-31 06:21:04,36dfd1fa-d270-4bd3-bc8d-28ff99442f3a,com.whatsapp
saya kasih bintang 2 dulu sebelum aku. WhatsApp saya dibuka oleh anda kenapa akun Whatsap saya sering anda blokir tidak jelas padahal saya tidak melanggar ketentuan layanan Whatsap itu sering,2,negatif,2025-12-31 06:21:02,3a9f6a7d-ff54-436a-a119-eeb4bfe0ba27,com.whatsapp
Harus selalu di update jdi ribet memory yg gunakanpun makin gede,2,negatif,2025-12-31 06:20:26,c0bae50d-bc43-42c5-86dd-d0004fbb0e07,com.whatsapp
bagus,5,positif,2025-12-31 06:19:02,4b691c30-f21f-4392-a7ba-120cc629709c,com.whatsapp
gajelas pas update chat yang di sematkan gabisa di matikan sematkannya dan gabisa juga di arsipkan tetep muncul di atas pesan,1,negatif,2025-12-31 06:13:15,3e771a94-6138-458f-b77c-bbf68c623a7a,com.whatsapp
bagus,5,positif,2025-12-31 06:10:58,07769d3c-f92e-41ba-bf39-e125213e892f,com.whatsapp
Good,5,positif,2025-12-31 06:07:39,80081849-84e2-42c6-8b12-2ff61dc95123,com.whatsapp
min knp wa suda di update suda di aktifkan jg fitur efek nya di pengaturan ttap ga muncul tolong benerin ya min!?,5,positif,2025-12-31 06:05:33,f6300093-4b82-4d2b-a1ed-d5ba0100a52c,com.whatsapp
ok,5,positif,2025-12-31 06:05:16,fc1171d2-0c54-436d-9291-3c94ad384b31,com.whatsapp
"woy whatsapp, kenapa akun gua tiba-tiba keluar sendiri(log out) padahal gua kaga ngapa-ngapain cuman diem, taunya udah log out sendiri capek gua harus login ulang, benerin lah",1,negatif,2025-12-31 05:56:41,c8be692a-ea7b-4eb3-9e67-19c0ae108fd3,com.whatsapp
ada yang kurang tolong jawab kenapa watthap tidak bisa di edit kalo udah di baca,5,positif,2025-12-31 05:53:15,79b1dba6-a0e3-47ee-bcdd-1a50ed533a9c,com.whatsapp
karna bisa berkomunikasi dengan teman,5,positif,2025-12-31 05:53:07,1b8d4159-8767-45df-979f-eccb729611f9,com.whatsapp
malah jdi ngelag,1,negatif,2025-12-31 05:52:53,b7b33719-d211-4bf7-84e9-a777acb803fb,com.whatsapp
ini WhatsApp messenger sangat membantu kita untuk menelpon keluarga dan bagus banget,5,positif,2025-12-31 05:52:17,c996c4c4-59b7-4546-a9d3-7d61cacbe1c7,com.whatsapp
jelek,1,negatif,2025-12-31 05:49:41,e28138c1-16cd-4c1b-afc2-4f31d1ff62fc,com.whatsapp
"wa tai ,",1,negatif,2025-12-31 05:49:41,fc99d8f7-9bfc-4c05-b30e-0e5503d809f9,com.whatsapp
ok,5,positif,2025-12-31 05:49:21,d168ec08-956b-4c8b-a9ac-fdd1b4e902ff,com.whatsapp
bagus dan mudah di mengerti,2,negatif,2025-12-31 05:49:09,8ce15064-a7d5-489c-a050-1c1d0ace8d9b,com.whatsapp
baikk,5,positif,2025-12-31 05:47:14,f93d363f-c4bf-4ad2-8cee-9db4153c2cf0,com.whatsapp
sangat baik,5,positif,2025-12-31 05:47:06,be607093-dc37-43e5-a4e2-c10d92d5e26f,com.whatsapp
sangatt baguss,5,positif,2025-12-31 05:45:15,228adbdd-4809-479b-9bc6-40060832ffdb,com.whatsapp
knapa terus di perbarui saya tidak rela,1,negatif,2025-12-31 05:41:52,b26d7b32-1a3e-49c2-a13c-4a7611ac71c4,com.whatsapp
bagus,5,positif,2025-12-31 05:41:38,1334044e-3f3c-4954-928d-7949708d6179,com.whatsapp
memperlancar komunikasi,5,positif,2025-12-31 05:38:29,01073fd1-79d8-425c-9f54-0038bea52b22,com.whatsapp
sangat bagus saat cet😀😃😀😁😆,5,positif,2025-12-31 05:37:34,f5b29e61-17c2-4deb-a3cb-2477eb06f88d,com.whatsapp
"disematkan cm 1, tpi knp pas mau nyematkn nm kontak yg lain mlh disrh lepaskn dulu smua cht yg berbeda?",3,netral,2025-12-31 05:35:27,1f8dd15e-2212-4745-8244-c9036c60e20d,com.whatsapp
tiap kali nelpon gak ada bunyi kecuali kalo dibuka WhatsApp nya tolong diperbaiki soalnya jadi ribet kalo ada yg nelpon,3,netral,2025-12-31 05:31:08,e64165bf-9200-4c8e-9e1a-e38aebed9f5b,com.whatsapp
seringg bug anehh tapii okelah,5,positif,2025-12-31 05:29:27,47d8515d-d8ac-4082-ab92-de76c97e69b0,com.whatsapp
ok,5,positif,2025-12-31 05:28:54,8b11b4f3-af7f-47ad-bb32-870e18a59b4b,com.whatsapp
Sippp,5,positif,2025-12-31 05:24:08,a81af3ca-8efd-4afa-a9ba-8425120ae262,com.whatsapp
SAngat bagus,5,positif,2025-12-31 05:23:54,a5762915-2d9d-45f3-a30c-b85a7bc8a1cb,com.whatsapp
Kenapa sllu kespam nomer saya ad yang salah kah,5,positif,2025-12-31 05:22:20,d482bf13-fc21-4631-8e9f-c558b87853e8,com.whatsapp
hilangkan bug nya,5,positif,2025-12-31 05:14:56,49fdf78a-b3f5-42b6-b4d9-5f001d3e200a,com.whatsapp
ok,5,positif,2025-12-31 05:14:28,4956d0d4-b0d9-44f4-acdb-00905e279ee1,com.whatsapp
bagus sangat positif karena kemudahan berkomunikasi walau jarak kita jauh tak membuat kita terkendala masalah cukup kita video call atau sekedar bicara,5,positif,2025-12-31 05:12:06,c34fe884-e319-4feb-b8b0-579c80af3d79,com.whatsapp
baik,4,positif,2025-12-31 05:11:20,2f2e52b7-c2b8-4f97-8ccd-7cb76751800d,com.whatsapp
knapa suka ngebug ada wa malah g ada notif,3,netral,2025-12-31 05:11:17,ed6db7ca-0e04-4336-a100-bc99293dcc21,com.whatsapp
Tidak dapat download WhatsApp,5,positif,2025-12-31 05:09:46,370917a3-fe56-4d15-8d76-4bc53ebfddc6,com.whatsapp
sngat bagus,5,positif,2025-12-31 05:09:28,59bfa8af-af0d-41fc-80c5-ee7a508e07d9,com.whatsapp
jangan lebay lah apa apa di ban di blokir cape gw ini,1,negatif,2025-12-31 05:09:23,af727569-10ad-455d-98cd-40549ff67122,com.whatsapp
ini sangat membantu,5,positif,2025-12-31 05:08:51,fb431e1e-f000-4879-a79f-9cfd1cb43251,com.whatsapp
setelah WA di update lagi kok bnyk iklan nya yaaa !,1,negatif,2025-12-31 05:08:17,58686b3e-8531-4eed-a7c2-f22e6fe00d50,com.whatsapp
bagus,5,positif,2025-12-31 04:55:31,ca67d4dd-2ff1-44e2-a38b-7852c0d8c162,com.whatsapp
"gaada yang chat,tapi seru pas liat status orang",2,negatif,2025-12-31 04:53:36,f178ba4b-70e1-4bee-b973-d17a5fa06fea,com.whatsapp
"sekarang WhatsApp sangat jelek karna tidak salah apa apa langsung ke band,akun baru kena bend, semoga ada ganti selain What",1,negatif,2025-12-31 04:53:35,bbe3aa9d-8091-4807-b972-a15853fb4a25,com.whatsapp
"saya merasa fbpro sangat baik dan bermamfaat serta beruntung menjadi karyawan Meta.Karena bisa mendapat banyak sahabat dari banyak negara, selalu mendapat informasi tentang perkembangan dunia,serta saling suport satu sama lain, dan juga bisa menambah penghasilan saya walaupun sedikit . Akan tetapi akun saya selalu ada masalah dan selalu ada pembaharuan, jadi kalau masih bisa, Tolong pulihkan kembali akun saya, saya sangat membutuhkan aplikasi fbPro, saya mau berkarya di dunia FbPro. Salam.",5,positif,2025-12-31 04:47:17,9ef8c41a-b3da-4f0b-98ac-75b14dcde2b8,com.whatsapp
sangat baik,5,positif,2025-12-31 04:47:10,b7c4b020-5a11-4b29-a2cb-4cea0741604c,com.whatsapp
"makin ke sini wa tambah jelek gak bisa liat status,,akun di batasi pokoknya bukan makin bagus tapii makin jelekkkk",1,negatif,2025-12-31 04:43:02,48bfbbde-6ebd-458f-ad15-102adcb3f84a,com.whatsapp
"sering kenon , pdahal cuma chatan doang",2,negatif,2025-12-31 04:41:48,a1a39c0e-f815-4b5d-bc2a-730dbc0786f5,com.whatsapp
bagus,5,positif,2025-12-31 04:41:36,e7a37a5a-1ca2-419e-8edd-4eefd20b3a71,com.whatsapp
ok,5,positif,2025-12-31 04:37:44,3eb41b5b-93ad-41af-93e0-5796651d6b39,com.whatsapp
"log panggilan ngbug, telponan berjam-jam tapi di waktu cuma 2 jam mentoknya. kadang di log panggilan tulisannya panggilan tak terjawab. Dan kada juga tidak ada riwayat telponan di log panggilan.",1,negatif,2025-12-31 04:37:04,751e1bbf-1783-4838-a3c0-ca74b1864930,com.whatsapp
bagus,4,positif,2025-12-31 04:36:08,6d23f340-19c6-42f9-b9c4-44f68e022964,com.whatsapp
"bagus bangettt sma afitur fitur nya, apalagi kalo ada Arsip status WA, jadi kita bisa liat status"" yang pernah kitaa buatt di WA",3,netral,2025-12-31 04:34:48,9e55cd56-d951-4169-9806-262a7a1885f8,com.whatsapp
jelek ah udah ngechat tapi dianya malah sama yg lain,2,negatif,2025-12-31 04:32:11,3e8bde59-0054-4d62-bce5-b366dce7c200,com.whatsapp
yang bikin wa nyahh ributt hayuu sama guaa wa guaa sukaa kenapa spam muluu,1,negatif,2025-12-31 04:30:42,ca769375-0673-4cfa-b16f-ad028bbf9372,com.whatsapp
sangat baik,5,positif,2025-12-31 04:29:30,fd129f3b-97d4-4e06-8d60-e0d10f406ce2,com.whatsapp
gatau bug semat pesan nyebelin bikin berantem sama pacar,2,negatif,2025-12-31 04:22:49,b15956cf-ed8f-4528-8f01-b541786cdc92,com.whatsapp
"jangan lahh keluar,, akun wa ku lagi",5,positif,2025-12-31 04:18:50,16c60203-f24f-4cd9-84bd-a9ff2cdb396c,com.whatsapp
"awal nya saya menggunakan WhatsApp Bissneas,ada dapat kendala ,,Ahir nya saya skarang menggunakan WhatsApp messenger,,smoga lancar lancar saja",4,positif,2025-12-31 04:17:58,c62a1417-257e-4e09-94ca-e9783dc6a58b,com.whatsapp
ok,5,positif,2025-12-31 04:09:08,90f859d8-45cd-4d90-9d70-5db317fb96a2,com.whatsapp
"WhatsApp sekarang kenapa sih,slah dikit akun nya di blok,spam dikit nomor nya di blok..makin kesini makin bikin kesel aja ..di update bukannya tambah bagus malah tambah meresahkan",1,negatif,2025-12-31 04:05:42,293dcf7b-f8c0-4103-b878-8b8bb6c14bbd,com.whatsapp
"kenapa si wa bug trs ga tlpn sm siapa"" tpi dipanggilan tlpn sm orng aneh",1,negatif,2025-12-31 04:05:11,d37c6946-2da1-47d7-a999-df5a8aeb9306,com.whatsapp
"kenapa akun saya selalu di spam padahal saya tidak pernah melakukan kesalahan apa pun, mohon di tinjau lagi, masa harus gonta ganti nomor telepon terus. terimakasih mohon di tinjau lagi",5,positif,2025-12-31 03:58:09,68bc9db2-46f9-4f8f-baf0-e98747a1d14c,com.whatsapp
aku beri 3 bintang karna keterlambatan fitur terbaru,3,netral,2025-12-31 03:54:17,484dea16-6242-451c-9561-7f66b9fe6264,com.whatsapp
Aplikasi yang mudah tidak mengivite.cukup dari kontak kita.langsung bisa kirim pesan.gambar dan video.tapi sering sekali wa ini memblokir akun.tampa penjelasan.tampa pemberitahuan seblumnya.katanya spam.kayaknya saya tidak melakukan spam.mau telpon dari dftar kontak wa.karena kontak kehapus.kena blokir. ada chat dan telpon masuk dari nomor akun lain tidak terdapat dikontak wa.dblokir.padahal sudah diatur di pengaturan tolak dan blokir telpon dan chat diluar daftar kontak Whatsap.,4,positif,2025-12-31 03:43:20,1d0e6591-d91a-4629-bf11-88cf79cea4d6,com.whatsapp
WhatsApp saya selalu terkena spam hampir setiap hari padahal kontak saya sedikit mana nungguin nya lma,1,negatif,2025-12-31 03:40:05,6aa9ecdb-9bc5-479b-a724-d0e304ba70cb,com.whatsapp
bagus dan mantap,5,positif,2025-12-31 03:34:51,bd1d0008-8413-4335-a9b8-d1564b58f315,com.whatsapp
"ternyata enskripsi malah bikin ribet, chat tidak bisa sipulihkan sebab enkripsi ternyata beda beda tifak ad apenjelasan sebelumnya",2,negatif,2025-12-31 03:28:18,4a07e932-7bda-41a0-bcf3-02bf1382375f,com.whatsapp
sangat membantu,5,positif,2025-12-31 03:19:09,ed8fa178-a6e9-4ad2-9941-3e481a353f18,com.whatsapp
Ok mantap,5,positif,2025-12-31 03:19:05,e05329e0-1560-47df-9afd-a631867d4d6c,com.whatsapp
sangat membantu,5,positif,2025-12-31 03:13:47,bec311c8-073c-450c-93c5-a4ef22deefa8,com.whatsapp
whatsap tidak bisa diunduh,2,negatif,2025-12-31 03:09:21,77948a77-32d1-4f90-af25-19919b0484fd,com.whatsapp
whatsap tidak bisa di unduh dan tidak bisa memveririvikasi no,3,netral,2025-12-31 03:00:24,047522df-7712-4c1f-8913-e4a3f9f02d3e,com.whatsapp
"Cuma mau telfonan kok di anggap spam, wa skrng gk jelas bngt",1,negatif,2025-12-31 02:58:58,bd742415-ed50-4c36-8b62-1a6761561ee1,com.whatsapp
pasang wa di layar depan,5,positif,2025-12-31 02:55:40,8dbece88-2ddf-4e9f-97fd-27f8cb2ea79f,com.whatsapp
saya tidak menggunakan apa apa dan saya juga baru login WhatsApp tiba tiba akun saya terkena kenon/banned padahal saya hanya membuka WhatsApp yang banyak grub wa nya,1,negatif,2025-12-31 02:48:34,1793e95d-8b70-44d3-9c63-452fefbc4fb3,com.whatsapp
chat,5,positif,2025-12-31 02:41:38,9d0fa78c-d749-4e66-b000-d2858e6fa9b8,com.whatsapp
tolong lahhh benerin chat udh di semat kan truss keluar apk trus masuk lagi chat yg di sematkan lepas sendiri tolongg bgt,2,negatif,2025-12-31 02:38:19,942dae89-e842-4047-8910-937d7777debc,com.whatsapp
nomor gampang ke banned walaupun tidak melakukan tindakan yang melanggar peraturan WhatsApp,1,negatif,2025-12-31 02:24:00,7e27f599-38dd-437c-bc3b-668d22d547f5,com.whatsapp
"mantap,bagus",5,positif,2025-12-31 02:16:06,930489c1-ca0b-4ac3-81f3-3f5258db235d,com.whatsapp
Wain bisa untuk wa teman,5,positif,2025-12-31 02:14:44,eb534483-6511-4909-b3dd-d7de0de29b33,com.whatsapp
mantap ya bagaimana gaisss,5,positif,2025-12-31 02:13:08,c5e07004-237c-4d09-8ad0-8b4e367d1b63,com.whatsapp
ok,5,positif,2025-12-31 02:11:45,44ad3230-2e1e-4363-b93e-126943e8cf57,com.whatsapp
wa makin kesini makin gila' masa baru daftar wa tiba tiba nomor di batasi gila gila najis mana gabisa daftar sama sekali mulai sekarang gw gabakal komunikasi pake wa mending telegram dll !,1,negatif,2025-12-31 02:06:02,697bf33f-127a-4eb3-b8d7-33e510ead3d2,com.whatsapp
pliss wa kali ini jelek apa apa ke band nge chat pake no baru juga di bend jelek asli harus pake apk chating yg lain kali ya pliss lah gada ke majuan ini malah ke munduran jelek bngt,1,negatif,2025-12-31 02:05:56,e8be73f7-ffd1-4808-8f31-750397cb6ee4,com.whatsapp
bgus,5,positif,2025-12-31 02:05:35,28ce0259-214d-4a2c-85e5-d26123b5036e,com.whatsapp
"udah update berapa kali pun, tetap aja gak bisa liat status orang, unggah seluler Mulu gak jelas banget WhatsApp",1,negatif,2025-12-31 01:58:58,2dbe1bd0-6e08-4cfe-8eab-443b710add12,com.whatsapp
NICE,5,positif,2025-12-31 01:58:52,a2ed166e-a35c-43a8-8c58-51e08865e751,com.whatsapp
kurang bagus,3,netral,2025-12-31 01:56:49,9a946fd5-891c-44db-99ba-985d32f9a883,com.whatsapp
suka bangat,4,positif,2025-12-31 01:52:36,64a52dce-43d8-4811-9796-22e4100e1921,com.whatsapp
bagus dan efisien,5,positif,2025-12-31 01:51:14,540c4c2c-63ab-4256-966d-a314bdbc73dd,com.whatsapp
wa asuuu baru chat 1 kali d blokir d buka 24 jam. trus chat 1 kali. d blokir lagi d buka lagi 24 jam d blokir lagi kan gila,1,negatif,2025-12-31 01:48:24,3386c47a-4917-4abc-a79d-8f2482b61350,com.whatsapp
"ga usah hapus nama kontak bisa ga?! gua cape nyimpen² nya. udah di simpen, malah di hapusin lagi.. di tinggal scroll apk lain pas balik ke wa udah gada nama nya + tinggal nomor doang..",1,negatif,2025-12-31 01:45:36,3bab7fa2-6666-40ff-95a5-a0f2c9231856,com.whatsapp
"M ARSAD,asli saya,mohon di bantu amankan WhatsApp saya,",5,positif,2025-12-31 01:45:11,e71ef4c4-7cb8-4f21-8e10-160c452b6bdb,com.whatsapp
huaaah,5,positif,2025-12-31 01:43:37,de5eb635-599b-44be-9b33-ed58f224ade0,com.whatsapp
Tolong kembalikan fitur notifikasi khusus/customnya seperti duluuu. sangat membutuhkan fitur tersebut untuk membedakan panggilan/notif,3,netral,2025-12-31 01:42:05,935c7679-7fca-4ce0-bbe2-50a3624bcab7,com.whatsapp
bagus,5,positif,2025-12-31 01:42:03,4826e3f4-0779-43e9-aa4a-cd33320e1f5e,com.whatsapp
Saya baik,5,positif,2025-12-31 01:39:42,f7e549ac-22bb-435b-8d04-3dffe3273142,com.whatsapp
WhatsApp sekarang gak asik,1,negatif,2025-12-31 01:35:37,f3aaf66b-cf6e-4c13-a633-45a0a71c5c4e,com.whatsapp
"wa merugikan banyak orang, suka tiba tiba ngeblokir spam padahal tidak melakukan apa apa",1,negatif,2025-12-31 01:34:06,5036be2e-7f71-433f-8b42-ae9ba139ac75,com.whatsapp
aman,5,positif,2025-12-31 01:30:46,2a641ba2-1738-49d6-83ed-bcd0c1c92f48,com.whatsapp
bermanfaat,5,positif,2025-12-31 01:30:00,2eaebbac-eff4-4f49-ad54-796b80d7da2e,com.whatsapp
bagus banget,5,positif,2025-12-31 01:28:28,54210121-6e09-4e4c-bc54-c68913df394c,com.whatsapp
kenapah selalu gagal dalam ddaptar wahtsap padahal no dulu nya pake KTP asli sendiri kenapah whatsAp selalu gagal udah ampir 2 mingu ini terimaksih tolong lah dipulihkan lagi,1,negatif,2025-12-31 01:27:04,2a9c01cd-09d1-4d54-92a8-bd4e1b0e416c,com.whatsapp
ok,4,positif,2025-12-31 01:25:31,2b7bf431-1332-4349-a6a4-e4ad354a46c5,com.whatsapp
bagus sekali kedepanya lebih bagus#Semangat💪,5,positif,2025-12-31 01:25:00,6dbf501f-abb9-4452-8249-c6d5be47718c,com.whatsapp
bagus,5,positif,2025-12-31 01:18:51,126bb499-9b29-456f-b260-b3709e5d72b6,com.whatsapp
